word	word_ar	lemma	lemma_ar	pos	stem	stem_ar	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root
AlEAhila	العاهِلَ	EAhil_1	عاهِل_1	noun	EAhil	عاهِل	monarch;sovereign	E.h.l	ع.ه.ل	fAEil	fاEِl	7369	51074	51066
Almagoribiy~a	المَغْرِبِيَّ	magoribiy~_2	مَغْرِبِيّ_2	adj	magoribiy~	مَغْرِبِيّ	Moroccan	g.r.b	غ.ر.ب	mafoEiliy~	مَfْEِlِيّ	125	93166	907188
Alr~ibATi	الرِّباطِ	ribAT_1	رِباط_1	noun_prop	ribAT	رِباط	Rabat	r.b.T	ر.ب.ط	fiEAl	fِEاl	15081	30302	268049
sal~amahu	سَلَّمَهُ	sal~am_1	سَلَّم_1	verb	sal~am	سَلَّم	hand_over;surrender;greet	s.l.m	س.ل.م	faE~al	fَEَّl	2975	74040	2085587
muEAwiyap	مُعاوِيَة	muEAwiyap_1	مُعاوِيَة_1	noun_prop	muEAwiy	مُعاوِي	Mu'awiya	mEp	معة	fuEAwiyal	fُEاوِيَl	3738	3852	3852
maDomuwni	مَضْمُونِ	maDomuwn_1	مَضْمُون_1	noun	maDomuwn	مَضْمُون	content	D.m.n	ض.م.ن	mafoEuwl	مَfْEُوl	9370	43959	403163
Alr~isAlapi	الرِّسالَةِ	risAlap_1	رِسالَة_1	noun	risAl	رِسال	letter;communication	r.s.l	ر.س.ل	fiEAlap	fِEاlَة	21181	222839	463184
jalosapa	جَلْسَةَ	jalosap_1	جَلْسَة_1	noun	jalos	جَلْس	session;meeting	j.l.s	ج.ل.س	faEolap	fَEْlَة	10863	187820	1379543
Almagoribiy~i	المَغْرِبِيِّ	magoribiy~_2	مَغْرِبِيّ_2	adj	magoribiy~	مَغْرِبِيّ	Moroccan	g.r.b	غ.ر.ب	mafoEiliy~	مَfْEِlِيّ	895	93166	907188
kariym	كَرِيم	kariym_1	كَرِيم_1	noun_prop	kariym	كَرِيم	Kareem;Karim	k.r.m	ك.ر.م	faEiyl	fَEِيl	19246	33250	229936
AlEumorAniy~i	العُمْرانِيِّ	EumorAniy~_1	عُمْرانِيّ_1	adj	EumorAniy~	عُمْرانِيّ	architectural;construction	E.m.r	ع.م.ر	fuEolAniy~	fُEْlانِيّ	108	8135	410639
Albaladayoni	البَلَدَيْنِ	balad_1	بَلَد_1	noun	balad	بَلَد	country	b.l.d	ب.ل.د	faEal	fَEَl	134813	938679	765772
wabaHovAF	وَبَحْثاً	baHov_1	بَحْث_1	noun	baHov	بَحْث	discussion	b.H.v	ب.ح.ث	faEol	fَEْl	2250	240832	381626
taEoziyzi	تَعْزِيزِ	taEoziyz_1	تَعْزِيز_1	noun	taEoziyz	تَعْزِيز	support;backing	E.z.z	ع.ز.ز	tafoEiyl	تَfْEِيl	66229	167238	411024
magoribiy~N	مَغْرِبِيٌّ	magoribiy~_2	مَغْرِبِيّ_2	adj	magoribiy~	مَغْرِبِيّ	Moroccan	g.r.b	غ.ر.ب	mafoEiliy~	مَfْEِlِيّ	89	93166	907188
qar~arA	قَرَّرا	qar~ar_1	قَرَّر_1	verb	qar~ar	قَرَّر	decide;resolve	q.r.r	ق.ر.ر	faE~al	fَEَّl	2062	193273	1744500
lajonapa	لَجْنَةَ	lajonap_1	لَجْنَة_1	noun	lajon	لَجْن	council;committee;commission	l.j.n	ل.ج.ن	faEolap	fَEْlَة	14723	622099	622430
AlmutAbaEapi	المُتابَعَةِ	mutAbaEap_1	مُتابَعَة_1	noun	mutAbaE	مُتابَع	pursuit;continuation	t.b.E	ت.ب.ع	mufAEalap	مُfاEَlَة	14612	92618	186639
$ahori	شَهْرِ	$ahor_1	شَهْر_1	noun	$ahor	شَهْر	month	$.h.r	ش.ه.ر	faEol	fَEْl	57329	519815	429275
taHoDiyrAF	تَحْضِيراً	taHoDiyr_1	تَحْضِير_1	noun	taHoDiyr	تَحْضِير	preparation;production	H.D.r	ح.ض.ر	tafoEiyl	تَfْEِيl	3801	50509	474556
Almagoribiy~api	المَغْرِبِيَّةِ	magoribiy~_2	مَغْرِبِيّ_2	adj	magoribiy~	مَغْرِبِيّ	Moroccan	g.r.b	غ.ر.ب	mafoEiliy~	مَfْEِlِيّ	17307	93166	907188
Alt~aSodiyqa	التَّصْدِيقَ	taSodiyq_1	تَصْدِيق_1	noun	taSodiyq	تَصْدِيق	belief;credence	S.d.q	ص.د.ق	tafoEiyl	تَfْEِيl	1169	11038	229917
>aEad~atohu	أَعَدَّتْهُ	>aEad~_1	أَعَدّ_1	verb	>aEad~	أَعَدّ	prepare;make_ready	E.d.d	ع.د.د	>afaE~	أَfَEّ	3858	70599	1493498
mugolaqapK	مُغْلَقَةٍ	mugolaq_1	مُغْلَق_1	adj	mugolaq	مُغْلَق	closed;locked	g.l.q	غ.ل.ق	mufoEal	مُfْEَl	6840	26376	115974
bi>agolabiy~apK	بِأَغْلَبِيَّةٍ	>agolabiy~_1	أَغْلَبِيّ_1	adj	>agolabiy~	أَغْلَبِيّ	majority	g.l.b	غ.ل.ب	>afoEaliy~	أَfْEَlِيّ	728	8598	102413
manoEi	مَنْعِ	manoE_1	مَنْع_1	noun	manoE	مَنْع	prevention;interdiction	m.n.E	م.ن.ع	faEol	fَEْl	37753	134709	303173
Alt~aSodiyqi	التَّصْدِيقِ	taSodiyq_1	تَصْدِيق_1	noun	taSodiyq	تَصْدِيق	belief;credence	S.d.q	ص.د.ق	tafoEiyl	تَfْEِيl	2702	11038	229917
<iEodAduhu	إِعْدادُهُ	<iEodAd_1	إِعْداد_1	noun	<iEodAd	إِعْداد	preparation	E.d.d	ع.د.د	<ifoEAl	إِfْEاl	651	45878	1493498
<i$orAfi	إِشْرافِ	<i$orAf_1	إِشْراف_1	noun	<i$orAf	إِشْراف	supervision;direction;patronage	$.r.f	ش.ر.ف	<ifoEAl	إِfْEاl	15430	57058	256502
sayuEid~uwna	سَيُعِدُّونَ	>aEad~_1	أَعَدّ_1	verb	Eid~	عِدّ	prepare;make_ready	E.d.d	ع.د.د	>afaE~	أَfَEّ	58	70599	1493498
ma$oruwEihim	مَشْرُوعِهِم	ma$oruwE_1	مَشْرُوع_1	noun	ma$oruwE	مَشْرُوع	project;enterprise	$.r.E	ش.ر.ع	mafoEuwl	مَfْEُوl	759	617126	804957
Aljalosapi	الجَلْسَةِ	jalosap_1	جَلْسَة_1	noun	jalos	جَلْس	session;meeting	j.l.s	ج.ل.س	faEolap	fَEْlَة	43180	187820	1379543
<iqonAEihim	إِقْناعِهِم	<iqonAE_1	إِقْناع_1	noun	<iqonAE	إِقْناع	persuasion;convincing	q.n.E	ق.ن.ع	<ifoEAl	إِfْEاl	525	42702	131264
biAlt~aSodiyqi	بِالتَّصْدِيقِ	taSodiyq_1	تَصْدِيق_1	noun	taSodiyq	تَصْدِيق	belief;credence	S.d.q	ص.د.ق	tafoEiyl	تَfْEِيl	427	11038	229917
tasal~amuwA	تَسَلَّمُوا	tasal~am_1	تَسَلَّم_1	verb	tasal~am	تَسَلَّم	receive;assume	s.l.m	س.ل.م	tafaE~al	تَfَEَّl	910	50041	2085587
SabAHa	صَباحَ	SabAH_1	صَباح_1	noun	SabAH	صَباح	morning	S.b.H	ص.ب.ح	faEAl	fَEاl	110908	195203	557647
naS~i	نَصِّ	naS~_1	نَصّ_1	noun	naS~	نَصّ	text	n.S.S	ن.ص.ص	faE~	fَEّ	15018	133698	121554
yufotaraDu	يُفْتَرَضُ	{ifotaraD_1	ٱِفْتَرَض_1	verb	fotaraD	فْتَرَض	be_expected;be_supposed;be_presumed	f.r.D	ف.ر.ض	>ufotaEal	أُfْتَEَl	31869	66296	257149
HuDuwri	حُضُورِ	HuDuwr_1	حُضُور_1	noun	HuDuwr	حُضُور	participants;audience	H.D.r	ح.ض.ر	fuEuwl	fُEُوl	72930	193130	474556
wamumav~iliyna	وَمُمَثِّلِينَ	mumav~il_1	مُمَثِّل_1	noun	mumav~il	مُمَثِّل	representative;delegate	m.v.l	م.ث.ل	fumaE~il	fُمَEِّl	5192	240063	734568
Alma$oruwEa	المَشْرُوعَ	ma$oruwE_1	مَشْرُوع_1	noun	ma$oruwE	مَشْرُوع	project;enterprise	$.r.E	ش.ر.ع	mafoEuwl	مَfْEُوl	25425	617126	804957
Alqariybapi	القَرِيبَةِ	qariyb_1	قَرِيب_1	adj	qariyb	قَرِيب	near;close	q.r.b	ق.ر.ب	faEiyl	fَEِيl	22961	179129	400771
turosila	تُرْسِلَ	>arosal_1	أَرْسَل_1	verb	rosil	رْسِل	send;transmit	r.s.l	ر.س.ل	>afoEal	أَfْEَl	2883	80542	463184
Almusotaqil~api	المُسْتَقِلَّةِ	musotaqil~_1	مُسْتَقِلّ_1	adj	musotaqil~	مُسْتَقِلّ	independent;autonomous	q.l.l	ق.ل.ل	musotafiE~	مُسْتَfِEّ	25232	107947	329055
libaDoEi	لِبَضْعِ	baDoE_1	بَضْع_1	noun	baDoE	بَضْع	amputation	b.D.E	ب.ض.ع	faEol	fَEْl	933	1407	32627
li<iEolAni	لِإِعْلانِ	<iEolAn_1	إِعْلان_1	noun	<iEolAn	إِعْلان	declaration;statement;announcement	E.l.n	ع.ل.ن	<ifoEAl	إِfْEاl	9044	238420	1127300
faDiyHapu	فَضِيحَةُ	faDiyHap_1	فَضِيحَة_1	noun	faDiyH	فَضِيح	scandal;disgrace	f.D.H	ف.ض.ح	faEiylap	fَEِيlَة	1576	26838	40940
Hizobu	حِزْبُ	Hizob_1	حِزْب_1	noun	Hizob	حِزْب	party;band	H.z.b	ح.ز.ب	fiEol	fِEْl	38346	707241	744841
Alr~afAhu	الرَّفاهُ	rafAh_1	رَفاه_1	noun	rafAh	رَفاه	well-being;ease_and_comfort	r.f.h	ر.ف.ه	faEAl	fَEاl	8768	10750	26815
Al<isolAmiy~u	الإِسْلامِيُّ	<isolAmiy~_1	إِسْلامِيّ_1	adj	<isolAmiy~	إِسْلامِيّ	Islamic;Islamist;Muslim	s.l.m	س.ل.م	<ifoEAliy~	إِfْEاlِيّ	16087	590235	2085587
Alt~urokiy~u	التُّرْكِيُّ	turokiy~_1	تُرْكِيّ_1	adj	turokiy~	تُرْكِيّ	Turkish	t.r.k	ت.ر.ك	fuEoliy~	fُEْlِيّ	2409	213142	216926
faDiyHapN	فَضِيحَةٌ	faDiyHap_1	فَضِيحَة_1	noun	faDiyH	فَضِيح	scandal;disgrace	f.D.H	ف.ض.ح	faEiylap	fَEِيlَة	1954	26838	40940
Alt~urokiy~i	التُّرْكِيِّ	turokiy~_1	تُرْكِيّ_1	adj	turokiy~	تُرْكِيّ	Turkish	t.r.k	ت.ر.ك	fuEoliy~	fُEْlِيّ	3439	213142	216926
bibalodatiy	بِبَلْدَتِي	balodap_1	بَلْدَة_1	noun	balod	بَلْد	township	b.l.d	ب.ل.د	faEolap	fَEْlَة	2	154590	765772
Albaladiy~api	البَلَدِيَّةِ	baladiy~ap_1	بَلَدِيَّة_1	noun	baladiy~	بَلَدِيّ	municipality;township	b.l.d	ب.ل.د	faEaliy~ap	fَEَlِيَّة	34951	170328	765772
Eid~api	عِدَّةِ	Eid~ap_1	عِدَّة_1	adj	Eid~	عِدّ	several;numerous;many	E.d.d	ع.د.د	fiE~ap	fِEَّة	8108	219542	1493498
tuhomapi	تُهْمَةِ	tuhomap_1	تُهْمَة_1	noun	tuhom	تُهْم	accusation;charge	t.h.m	ت.ه.م	fuEolap	fُEْlَة	5656	100311	245933
AixotilAsK	اِخْتِلاسٍ	{ixotilAs_1	ٱِخْتِلاس_1	noun	{ixotilAs	ٱِخْتِلاس	embezzlement;misappropriation	x.l.s	خ.ل.س	{ifotiEAl	ٱِfْتِEاl	449	7140	11222
muxaS~aSapK	مُخَصَّصَةٍ	muxaS~aS_1	مُخَصَّص_1	adj	muxaS~aS	مُخَصَّص	designated;allocated	x.S.S	خ.ص.ص	mufaE~al	مُfَEَّl	5235	47973	1220798
watuqad~aru	وَتُقَدَّرُ	qad~ar_1	قَدَّر_1	verb	qad~ar	قَدَّر	be_estimated;be_valued;be_appraised	q.d.r	ق.د.ر	fuE~il	fُEِّl	7844	91317	596998
AlfaDiyHapu	الفَضِيحَةُ	faDiyHap_1	فَضِيحَة_1	noun	faDiyH	فَضِيح	scandal;disgrace	f.D.H	ف.ض.ح	faEiylap	fَEِيlَة	1519	26838	40940
taHad~avat	تَحَدَّثَت	taHad~av_1	تَحَدَّث_1	verb	taHad~av	تَحَدَّث	speak;discuss	H.d.v	ح.د.ث	tafaE~al	تَfَEَّl	21773	230443	985726
Alt~urokiy~apu	التُّرْكِيَّةُ	turokiy~_1	تُرْكِيّ_1	adj	turokiy~	تُرْكِيّ	Turkish	t.r.k	ت.ر.ك	fuEoliy~	fُEْlِيّ	16823	213142	216926
Aikoti$Afi	اِكْتِشافِ	{ikoti$Af_1	ٱِكْتِشاف_1	noun	{ikoti$Af	ٱِكْتِشاف	discovery	k.$.f	ك.ش.ف	{ifotiEAl	ٱِfْتِEاl	12979	45157	217187
HisAbAti	حِساباتِ	HisAb_2	حِساب_2	noun	HisAb	حِساب	invoice;expense;account	H.s.b	ح.س.ب	fiEAl	fِEاl	3905	40447	235202
Sunoduwqi	صُنْدُوقِ	Sunoduwq_1	صُنْدُوق_1	noun	Sunoduwq	صُنْدُوق	box;bin	S.n.d.q	ص.ن.د.ق	fuEoluwl	fُEْlُوl	34954	149272	123192
>afolasA	أَفْلَسا	>afolas_1	أَفْلَس_1	verb	>afolas	أَفْلَس	be_bankrupt	f.l.s	ف.ل.س	>afoEal	أَfْEَl	6	761	13764
AlHisAbAti	الحِساباتِ	HisAb_2	حِساب_2	noun	HisAb	حِساب	invoice;expense;account	H.s.b	ح.س.ب	fiEAl	fِEاl	9956	40447	235202
naZ~ama	نَظَّمَ	naZ~am_1	نَظَّم_1	verb	naZ~am	نَظَّم	arrange;organize;regulate	n.Z.m	ن.ظ.م	faE~al	fَEَّl	10078	111390	1190127
lijamoEK	لِجَمْعٍ	jamoE_1	جَمْع_1	noun	jamoE	جَمْع	gathering;collection;joining	j.m.E	ج.م.ع	faEol	fَEْl	244	64812	2198458
Alt~urokiy~apa	التُّرْكِيَّةَ	turokiy~_1	تُرْكِيّ_1	adj	turokiy~	تُرْكِيّ	Turkish	t.r.k	ت.ر.ك	fuEoliy~	fُEْlِيّ	6762	213142	216926
<irosAlahA	إِرْسالَها	<irosAl_1	إِرْسال_1	noun	<irosAl	إِرْسال	transmission;broadcast	r.s.l	ر.س.ل	<ifoEAl	إِfْEاl	6678	94427	463184
Ait~ahamat	اِتَّهَمَت	{it~aham_1	ٱِتَّهَم_1	verb	{it~aham	ٱِتَّهَم	accuse	t.h.m	ت.ه.م	{if~aEal	ٱِfَّEَl	14465	143850	245933
AlEAm~apu	العامَّةُ	EAm~_1	عامّ_1	adj	EAm~	عامّ	general;common;public	E.m.m	ع.م.م	fAE~	fاEّ	39747	1011455	1144155
taHoqiyqAF	تَحْقِيقاً	taHoqiyq_1	تَحْقِيق_1	noun	taHoqiyq	تَحْقِيق	achievement;realization	H.q.q	ح.ق.ق	tafoEiyl	تَfْEِيl	14173	475774	1376849
munaZ~amapK	مُنَظَّمَةٍ	munaZ~amap_1	مُنَظَّمَة_1	noun	munaZ~am	مُنَظَّم	organization	n.Z.m	ن.ظ.م	mufaE~alap	مُfَEَّlَة	16821	451982	1190127
Alkutolapi	الكُتْلَةِ	kutolap_1	كُتْلَة_1	noun	kutol	كُتْل	bloc;group	k.t.l	ك.ت.ل	fuEolap	fُEْlَة	14249	62232	77425
liHizobi	لِحِزْبِ	Hizob_1	حِزْب_1	noun	Hizob	حِزْب	party;band	H.z.b	ح.ز.ب	fiEol	fِEْl	23302	707241	744841
yuqar~iru	يُقَرِّرُ	qar~ar_1	قَرَّر_1	verb	qar~ir	قَرِّر	decide;resolve	q.r.r	ق.ر.ر	faE~al	fَEَّl	8473	193273	1744500
qarArK	قَرارٍ	qarAr_1	قَرار_1	noun	qarAr	قَرار	decision;resolution	q.r.r	ق.ر.ر	faEAl	fَEاl	69025	764299	1744500
taEoziyza	تَعْزِيزَ	taEoziyz_1	تَعْزِيز_1	noun	taEoziyz	تَعْزِيز	support;backing	E.z.z	ع.ز.ز	tafoEiyl	تَfْEِيl	8751	167238	411024
Aln~aS~a	النَّصَّ	naS~_1	نَصّ_1	noun	naS~	نَصّ	text	n.S.S	ن.ص.ص	faE~	fَEّ	5274	133698	121554
Talabi	طَلَبِ	Talab_1	طَلَب_1	noun	Talab	طَلَب	quest;search	T.l.b	ط.ل.ب	faEal	fَEَl	34818	179322	637379
AlHuSuwli	الحُصُولِ	HuSuwl_1	حُصُول_1	noun	HuSuwl	حُصُول	acquisition;obtaining	H.S.l	ح.ص.ل	fuEuwl	fُEُوl	46777	188310	266837
majolisa	مَجْلِسَ	majolis_1	مَجْلِس_1	noun	majolis	مَجْلِس	council;board	j.l.s	ج.ل.س	mafoEil	مَfْEِl	33444	1241463	1379543
Eadadi	عَدَدِ	Eadad_1	عَدَد_1	noun	Eadad	عَدَد	number;quantity;issue	E.d.d	ع.د.د	faEal	fَEَl	73354	765491	1493498
junodiy~K	جُنْدِيٍّ	junodiy~_1	جُنْدِيّ_1	noun	junodiy~	جُنْدِيّ	soldier	j.n.d	ج.ن.د	fuEoliy~	fُEْlِيّ	8343	275990	132880
AlmuliH~api	المُلِحَّةِ	muliH~_1	مُلِحّ_1	adj	muliH~	مُلِحّ	urgent;pressing;insistent	l.H.H	ل.ح.ح	mufiE~	مُfِEّ	5392	20960	35588
Almahojarayoni	المَهْجَرَيْنِ	mahojar_1	مَهْجَر_1	noun	mahojar	مَهْجَر	overseas;in_exile;diaspora	h.j.r	ه.ج.ر	mafoEal	مَfْEَl	22742	51005	156012
waqad~ara	وَقَدَّرَ	qad~ar_1	قَدَّر_1	verb	qad~ar	قَدَّر	estimate;appreciate;appraise;value	q.d.r	ق.د.ر	faE~al	fَEَّl	6795	91317	596998
AlEamaliy~apa	العَمَلِيَّةَ	Eamaliy~ap_1	عَمَلِيَّة_1	noun	Eamaliy~	عَمَلِيّ	operation;mission;process	E.m.l	ع.م.ل	faEaliy~ap	fَEَlِيَّة	38861	960677	1960938
lifatorapi	لِفَتْرَةِ	fatorap_1	فَتْرَة_1	noun	fator	فَتْر	phase;time_period;interval	f.t.r	ف.ت.ر	faEolap	fَEْlَة	2823	292486	297219
Almukav~afapi	المُكَثَّفَةِ	mukav~af_1	مُكَثَّف_1	adj	mukav~af	مُكَثَّف	intensive;concentrated	k.v.f	ك.ث.ف	mufaE~al	مُfَEَّl	4855	26182	100684
nahAra	نَهارَ	nahAr_1	نَهار_1	noun	nahAr	نَهار	daytime;day	n.h.r	ن.ه.ر	faEAl	fَEاl	2471	55950	170230
HaZorK	حَظْرٍ	HaZor_1	حَظْر_1	noun	HaZor	حَظْر	prohibition;ban	H.Z.r	ح.ظ.ر	faEol	fَEْl	4363	96076	119933
Al$~ahora	الشَّهْرَ	$ahor_1	شَهْر_1	noun	$ahor	شَهْر	month	$.h.r	ش.ه.ر	faEol	fَEْl	51050	519815	429275
tafAqumi	تَفاقُمِ	tafAqum_1	تَفاقُم_1	noun	tafAqum	تَفاقُم	aggravation;exacerbation	f.q.m	ف.ق.م	tafAEul	تَfاEُl	8119	14748	25207
xafoDu	خَفْضُ	xafoD_1	خَفْض_1	noun	xafoD	خَفْض	lowering;decreasing;reduction	x.f.D	خ.ف.ض	faEol	fَEْl	10136	92704	234073
biEovapi	بِعْثَةِ	baEovap_1	بَعْثَة_1	noun	biEov	بِعْث	delegation;mission	b.E.v	ب.ع.ث	faEolap	fَEْlَة	11048	64187	143427
Albaladi	البَلَدِ	balad_1	بَلَد_1	noun	balad	بَلَد	country	b.l.d	ب.ل.د	faEal	fَEَl	77292	938679	765772
rajulAF	رَجُلاً	rajul_1	رَجُل_1	noun	rajul	رَجُل	man	r.j.l	ر.ج.ل	faEul	fَEُl	13353	418481	195102
tumArisu	تُمارِسُ	mAras_1	مارَس_1	verb	mAris	مارِس	practice;pursue;exercise	m.r.s	م.ر.س	fAEal	fاEَl	9849	77590	156641
AlHukuwmiy~i	الحُكُومِيِّ	Hukuwmiy~_1	حُكُومِيّ_1	adj	Hukuwmiy~	حُكُومِيّ	governmental;state;official	H.k.m	ح.ك.م	fuEuwliy~	fُEُوlِيّ	2163	171436	1923216
AlEAlama	العالَمَ	EAlam_1	عالَم_1	noun	EAlam	عالَم	world	E.l.m	ع.ل.م	fAEal	fاEَl	24119	676131	1995851
yatamar~adu	يَتَمَرَّدُ	tamar~ad_1	تَمَرَّد_1	verb	tamar~ad	تَمَرَّد	revolt;rebel	m.r.d	م.ر.د	tafaE~al	تَfَEَّl	267	2440	132776
wayanoDam~u	وَيَنْضَمُّ	{inoDam~_1	ٱِنْضَمّ_1	verb	noDam~	نْضَمّ	join;be_affiliated;be_added	D.m.m	ض.م.م	{inofaE~	ٱِنْfَEّ	808	48832	149492
AlHarakapi	الحَرَكَةِ	Harakap_1	حَرَكَة_1	noun	Harak	حَرَك	movement;activity;organization	H.r.k	ح.ر.ك	faEalap	fَEَlَة	85084	484622	696713
yaqotariHu	يَقْتَرِحُ	{iqotaraH_1	ٱِقْتَرَح_1	verb	qotariH	قْتَرِح	propose;suggest	q.r.H	ق.ر.ح	{ifotaEal	ٱِfْتَEَl	7021	77595	222470
musotaqil~atayoni	مُسْتَقِلَّتَيْنِ	musotaqil~_1	مُسْتَقِلّ_1	adj	musotaqil~	مُسْتَقِلّ	independent;autonomous	q.l.l	ق.ل.ل	musotafiE~	مُسْتَfِEّ	650	107947	329055
AlEarabu	العَرَبُ	Earabiy~_1	عَرَبِيّ_1	noun	Earab	عَرَب	Arabs	E.r.b	ع.ر.ب	faEaliy	fَEَlِي	25964	1552048	518378
<iEolAnu	إِعْلانُ	<iEolAn_1	إِعْلان_1	noun	<iEolAn	إِعْلان	declaration;statement;announcement	E.l.n	ع.ل.ن	<ifoEAl	إِfْEاl	14330	238420	1127300
Hilofi	حِلْفِ	Hilof_1	حِلْف_1	noun	Hilof	حِلْف	treaty;alliance;pact	H.l.f	ح.ل.ف	fiEol	fِEْl	27357	97021	253338
waAlmajari	وَالمَجَرِ	majar_1	مَجَر_1	noun_prop	majar	مَجَر	Hungary	m.j.r	م.ج.ر	faEal	fَEَl	1207	12399	22321
Al$~aroqiy~api	الشَّرْقِيَّةِ	$aroqiy~_1	شَرْقِيّ_1	adj	$aroqiy~	شَرْقِيّ	Eastern;Oriental	$.r.q	ش.ر.ق	faEoliy~	fَEْlِيّ	75275	146723	183518
tuEolina	تُعْلِنَ	>aEolan_1	أَعْلَن_1	verb	Eolin	عْلِن	announce;declare	E.l.n	ع.ل.ن	>afoEal~	أَfْEَlّ	5739	838376	1127300
qaToEa	قَطْعَ	qaToE_1	قَطْع_1	noun	qaToE	قَطْع	breaking_off;interruption	q.T.E	ق.ط.ع	faEol	fَEْl	4476	54054	678138
waAljazA}iri	وَالجَزائِرِ	jazA}ir_1	جَزائِر_1	noun_prop	jazA}ir	جَزائِر	Algeria	j.z.r	ج.ز.ر	faEA}il	fَEائِl	5822	157351	417371
AlmiSoriy~u	المِصْرِيُّ	miSoriy~_1	مِصْرِيّ_1	adj	miSoriy~	مِصْرِيّ	Egyptian	m.S.r	م.ص.ر	fiEoliy~	fِEْlِيّ	7570	431187	818327
lilEirAqi	لِلعِراقِ	EirAq_1	عِراق_1	noun_prop	EirAq	عِراق	Iraq	E.r.q	ع.ر.ق	fiEAl	fِEاl	39352	928356	1704737
Haqiyqapu	حَقِيقَةُ	Haqiyqap_1	حَقِيقَة_1	noun	Haqiyq	حَقِيق	truth;reality	H.q.q	ح.ق.ق	faEiylap	fَEِيlَة	1763	163141	1376849
yasotasolimo	يَسْتَسْلِمْ	{isotasolam_1	ٱِسْتَسْلَم_1	verb	sotasolim	سْتَسْلِم	surrender;capitulate	s.l.m	س.ل.م	{ifotasoEal	ٱِfْتَسْEَl	2247	11141	2085587
yaHotal~u	يَحْتَلُّ	{iHotal~_1	ٱِحْتَلّ_1	verb	Hotal~	حْتَلّ	occupy	H.l.l	ح.ل.ل	{ifotaE~	ٱِfْتَEّ	13693	104074	1043099
taEotarifu	تَعْتَرِفُ	{iEotaraf_1	ٱِعْتَرَف_1	verb	Eotarif	عْتَرِف	acknowledge;recognize;admit;confess	E.r.f	ع.ر.ف	{ifotaEal	ٱِfْتَEَl	12175	87455	609424
maliku	مَلِكُ	malik_2	مَلِك_2	noun	malik	مَلِك	king	m.l.k	م.ل.ك	faEil	fَEِl	1618	166302	461824
Alhinodi	الهِنْدِ	hinod_1	هِنْد_1	noun_prop	hinod	هِنْد	India	h.n.d	ه.ن.د	fiEol	fِEْl	49027	99719	188485
AikotimAli	اِكْتِمالِ	{ikotimAl_1	ٱِكْتِمال_1	noun	{ikotimAl	ٱِكْتِمال	completion;maturity	k.m.l	ك.م.ل	{ifotiEAl	ٱِfْتِEاl	4766	8309	461624
Almumav~ilapi	المُمَثِّلَةِ	mumav~il_1	مُمَثِّل_1	noun	mumav~il	مُمَثِّل	representative;delegate	m.v.l	م.ث.ل	fumaE~il	fُمَEِّl	3033	240063	734568
AlfuroSapi	الفُرْصَةِ	furoSap_1	فُرْصَة_1	noun	furoS	فُرْص	opportunity;chance	f.r.S	ف.ر.ص	fuEolap	fُEْlَة	17229	209493	209496
malomuwsapF	مَلْمُوسَةً	malomuws_1	مَلْمُوس_1	adj	malomuws	مَلْمُوس	tangible;noticeable	l.m.s	ل.م.س	mafoEuwl	مَfْEُوl	2811	26957	53204
AisotiEodAdi	اِسْتِعْدادِ	{isotiEodAd_1	ٱِسْتِعْداد_1	noun	{isotiEodAd	ٱِسْتِعْداد	preparation	E.d.d	ع.د.د	{isotifoEAl	ٱِسْتِfْEاl	8539	126929	1493498
HAfizAF	حافِزاً	HAfiz_1	حافِز_1	noun	HAfiz	حافِز	incentive;stimulus	H.f.z	ح.ف.ز	fAEil	fاEِl	3401	16327	8250
yudorika	يُدْرِكَ	>adorak_1	أَدْرَك_1	verb	dorik	دْرِك	comprehend;realize	d.r.k	د.ر.ك	>afoEal	أَfْEَl	3219	68425	117676
taTobiyqa	تَطْبِيقَ	taTobiyq_1	تَطْبِيق_1	noun	taTobiyq	تَطْبِيق	application	T.b.q	ط.ب.ق	tafoEiyl	تَfْEِيl	12927	158760	294576
yuEal~iqu	يُعَلِّقُ	Eal~aq_1	عَلَّق_1	verb	Eal~iq	عَلِّق	comment	E.l.q	ع.ل.ق	faE~al	fَEَّl	6072	52268	657190
>aSodarahu	أَصْدَرَهُ	>aSodar_1	أَصْدَر_1	verb	>aSodar	أَصْدَر	issue;publish	S.d.r	ص.د.ر	>afoEal	أَfْEَl	12004	179897	928417
rad~ada	رَدَّدَ	rad~ad_1	رَدَّد_1	verb	rad~ad	رَدَّد	repeat;reiterate	r.d.d	ر.د.د	faE~al	fَEَّl	1590	21297	154405
AifotirADi	اِفْتِراضِ	{ifotirAD_1	ٱِفْتِراض_1	noun	{ifotirAD	ٱِفْتِراض	assumption;supposition;hypothesis	f.r.D	ف.ر.ض	{ifotiEAl	ٱِfْتِEاl	1766	9599	257149
tuHam~ilu	تُحَمِّلُ	Ham~al_1	حَمَّل_1	verb	Ham~il	حَمِّل	charge_(with_responsibility);blame;impose;make_carry	H.m.l	ح.م.ل	faE~al	fَEَّl	2628	28492	508046
AlAiEotiqAdi	الاِعْتِقادِ	{iEotiqAd_1	ٱِعْتِقاد_1	noun	{iEotiqAd	ٱِعْتِقاد	belief;conviction	E.q.d	ع.ق.د	{ifotiEAl	ٱِfْتِEاl	8423	42498	702208
